,wagnum,model,rod_id,gruz,cnsi_gruz_capacity,cnsi_volumek,tara,date_build,srok_sl,zavod_build,date_iskl,cnsi_probeg_dr,cnsi_probeg_kr,kuzov,telega,tormoz,tipvozd,tippogl,norma_km
24860,30600,12-7023-02,1,703,703,90.0,235,1311120000,2074723200,2,1,160,160,2,9,2,7,11,160000
24861,24379,12-132,1,695,695,88.0,240,1332892800,1973635200,0,1,110,160,2,9,2,7,11,160000
24862,11446,12-1704-04,1,700,700,88.0,235,1317859200,1978473600,15,1,110,160,2,9,2,7,11,160000
24863,12382,12-132-03,1,695,695,88.0,241,1254268800,1943308800,0,1,110,160,22,2,2,7,11,160000
24864,12505,12-132-03,1,695,695,88.0,241,1233964800,1998604800,0,1,110,160,22,2,2,7,11,160000
24865,18395,11-1807-01,0,667,667,165.0,270,1308614400,2306793600,17,1,110,160,2,9,2,7,11,160000
24866,8868,11-286,0,670,670,138.0,270,871948800,1860969600,1,1,110,160,2,9,2,1,1,160000
24867,33212,12-196-02,1,750,750,94.0,247,1472256000,2497824000,0,1,350,500,43,11,2,7,11,350000
24868,17139,12-132,1,695,695,88.0,242,1340150400,2017785600,0,1,110,160,2,9,2,7,11,160000
24869,31832,12-196-02,1,750,750,94.0,249,1525305600,2468620800,0,1,350,500,43,11,2,7,11,350000
24870,16567,11-7038,0,680,680,150.0,255,1336867200,2304374400,2,1,110,160,2,9,2,7,12,160000
24871,8096,11-286,0,670,670,138.0,270,796089600,1789430400,1,1,110,160,2,9,2,1,1,160000
24872,17023,12-7023-02,1,703,703,90.0,235,1265500800,2034547200,2,1,160,160,2,9,2,7,12,160000
24873,17004,12-7023-02,1,703,703,90.0,236,1295481600,2066860800,2,1,160,160,2,9,2,7,12,160000
24874,16210,11-1807-01,0,667,667,165.0,271,1183420800,2256163200,9,1,110,160,2,9,2,4,11,160000
24875,17292,12-132,1,695,695,88.0,242,1281744000,1972684800,0,1,110,160,2,9,2,7,11,160000
24876,25084,12-132,1,695,695,88.0,243,1328313600,2007590400,0,1,110,160,2,9,2,7,11,160000
24877,33231,12-196-02,1,750,750,94.0,248,1567987200,2553379200,0,1,350,500,43,11,2,7,11,350000
24878,33220,12-196-02,1,750,750,94.0,247,1542153600,2500329600,0,1,350,500,43,11,2,7,11,350000
24879,30629,12-7023-02,1,703,703,90.0,236,1333324800,1964304000,2,1,160,160,2,9,2,7,12,160000
24880,25414,12-132,1,695,695,88.0,240,1249257600,1951603200,13,1,110,160,22,9,2,7,11,160000
24881,32619,12-132,1,695,695,88.0,240,1346716800,2055283200,0,1,110,160,2,9,2,7,11,160000
24882,5675,11-276,0,680,680,122.0,260,748828800,1811980800,1,1,110,160,2,9,3,1,1,160000
24883,31150,12-132,1,695,695,88.0,239,1329696000,2062627200,0,1,110,160,2,9,2,7,11,160000
24884,7213,11-286,0,670,670,138.0,270,851040000,1880841600,1,1,110,160,2,9,2,4,13,160000
24885,10487,12-132-03,1,695,695,88.0,242,1237075200,1953417600,0,1,110,160,22,2,3,7,11,160000
24886,21132,12-132,1,695,695,88.0,240,1246406400,1910736000,13,1,110,160,22,9,3,6,11,160000
24887,19021,11-280-01,0,670,670,138.0,258,1077235200,2068848000,1,1,110,160,2,9,2,4,11,160000
24888,11872,12-600-02,1,706,706,77.0,230,678240000,1704585600,21,1,160,160,2,9,3,6,11,160000
24889,18387,11-1807-01,0,667,667,165.0,270,1290729600,2364249600,17,1,110,160,2,9,2,7,12,160000
24890,9799,11-286,0,670,670,138.0,270,828748800,1754956800,1,1,110,160,2,9,2,1,11,160000
24891,29953,12-132,1,695,695,88.0,240,1389744000,1986422400,0,1,110,160,2,9,2,7,11,160000
24892,20594,12-4102,1,710,710,82.0,224,1222819200,1973980800,8,1,110,160,2,9,2,7,11,160000
24893,15084,12-132,1,700,700,88.0,240,1047340800,1793404800,0,1,110,160,2,9,3,1,4,160000
24894,10115,12-132-03,1,695,695,88.0,242,1194652800,2061504000,0,1,110,160,22,2,3,7,11,160000
24895,29345,12-132,1,695,695,88.0,241,1348876800,2002752000,0,1,110,160,2,9,2,7,11,160000
24896,29323,12-132,1,695,695,88.0,241,1352419200,1994630400,0,1,110,160,2,9,2,7,11,160000
24897,11885,12-600-05,1,693,693,88.0,240,796867200,1883260800,10,1,160,160,2,9,2,8,11,160000
24898,33588,12-1303-01,1,690,690,88.0,245,1265414400,2024784000,6,1,110,160,2,2,2,6,11,160000
24899,15482,12-132,1,700,700,88.0,240,1094083200,1800403200,0,1,110,160,2,9,3,1,11,160000
24900,5566,11-276,0,680,680,122.0,260,754444800,1745366400,1,1,110,160,2,9,3,1,1,160000
24901,5593,11-276,0,680,680,122.0,244,768787200,1768521600,1,1,110,160,2,9,2,1,11,160000
24902,8535,11-286,0,670,670,138.0,270,771984000,1722816000,1,1,110,160,2,9,2,4,11,160000
24903,17875,11-1807-01,0,667,667,165.0,270,1316908800,2300572800,17,1,110,160,2,9,2,7,11,160000
24904,26927,12-132,1,700,700,88.0,240,1039737600,1822694400,0,1,110,160,2,9,2,1,1,160000
24905,25769,12-132-03,1,695,695,88.0,240,1282780800,1981929600,0,1,110,160,22,2,2,7,11,160000
24906,28937,12-4102,1,710,710,82.0,225,1095638400,1756166400,8,1,110,160,2,9,2,4,11,160000
24907,12834,12-132-03,1,695,695,88.0,240,1228176000,1984867200,0,1,110,160,22,2,3,7,11,160000
24908,7988,11-286,0,670,670,138.0,270,791078400,1796860800,1,1,110,160,2,9,3,1,1,160000
24909,24054,12-296-01,1,700,700,83.0,238,1275696000,1954454400,1,1,110,160,2,9,2,6,12,160000
24910,24078,12-296-01,1,700,700,83.0,237,1342396800,1964304000,1,1,110,160,2,9,3,6,11,160000
24911,11456,12-1704-04,1,700,700,88.0,235,1373760000,1949270400,15,1,110,160,2,9,3,7,11,160000
24912,18342,11-1807-01,0,667,667,165.0,270,1275868800,2289686400,17,1,110,160,2,9,2,4,2,160000
24913,22921,12-132,1,695,695,88.0,241,1353974400,2045520000,0,1,110,160,2,9,2,7,11,160000
24914,22914,12-132,1,695,695,88.0,243,1334620800,2013206400,0,1,110,160,2,9,2,7,11,160000
24915,28980,12-132,1,695,695,88.0,240,1281484800,2041977600,13,1,110,160,22,9,3,7,12,160000
24916,26485,12-296-01,1,700,700,83.0,238,1296345600,1986422400,1,1,110,160,2,9,2,6,12,160000
24917,25699,12-132-03,1,695,695,88.0,243,1231977600,2018044800,0,1,110,160,22,2,2,7,11,160000
24918,31497,12-132,1,695,695,88.0,239,1423440000,2046556800,0,1,110,160,2,9,2,7,11,160000
24919,31499,12-132,1,695,695,88.0,239,1377561600,2015712000,0,1,110,160,2,9,2,7,11,160000
24920,31228,12-132,1,695,695,88.0,239,1379462400,2106864000,0,1,110,160,2,9,2,7,11,160000
24921,20595,12-4102,1,710,710,82.0,224,1270425600,1906070400,8,1,110,160,2,9,2,4,12,160000
24922,21764,12-132,1,695,695,88.0,240,1187913600,1907366400,13,1,110,160,22,9,2,1,11,160000
24923,28064,12-132-03,1,695,695,88.0,237,1213401600,1960416000,0,1,110,160,22,2,3,7,11,160000
24924,10090,12-132-03,1,695,695,88.0,242,1180828800,1980547200,0,1,110,160,22,2,3,7,11,160000
24925,18194,11-1807-01,0,667,667,165.0,270,1306627200,2377900800,17,1,110,160,2,9,2,7,16,160000
24926,14404,12-132,1,700,700,88.0,240,1120348800,1776384000,0,1,110,160,2,9,2,1,11,160000
24927,29046,12-4102,1,710,710,82.0,225,1105315200,1779408000,8,1,110,160,2,9,2,4,11,160000
24928,20301,12-132-03,1,695,695,88.0,243,1259107200,2038435200,0,1,110,160,22,2,2,7,11,160000
24929,31453,12-132,1,695,695,88.0,241,1350518400,2002406400,0,1,110,160,2,9,2,7,11,160000
24930,7573,11-286,0,670,670,138.0,270,792720000,1808784000,1,1,110,160,2,9,3,1,1,160000
24931,28368,12-132,1,700,700,88.0,240,1079481600,1775347200,0,1,110,160,2,9,2,1,12,160000
24932,24423,12-1704-04,1,700,700,88.0,235,1373155200,1944172800,15,1,110,160,2,9,3,7,9,160000
24933,22196,12-132,1,695,695,88.0,243,1310428800,2028758400,0,1,110,160,2,9,3,7,11,160000
24934,24027,12-1704-04,1,700,700,88.0,236,1247875200,2013465600,17,1,110,160,2,9,2,7,12,160000
24935,30103,12-132,1,695,695,88.0,240,1377475200,1988409600,0,1,110,160,2,9,2,7,11,160000
24936,9711,11-286,0,670,670,138.0,270,840240000,1796774400,1,1,110,160,2,9,3,1,1,160000
24937,6900,11-1807,0,672,672,138.0,260,1254528000,2229379200,17,1,110,160,2,9,3,1,11,160000
24938,11725,12-132,1,700,700,88.0,240,1132617600,1792195200,0,1,110,160,2,9,2,1,4,160000
24939,12457,12-132-03,1,695,695,88.0,241,1226016000,1949616000,0,1,110,160,22,2,2,7,11,160000
24940,8690,11-286,0,670,670,138.0,270,772416000,1732060800,1,1,110,160,2,9,2,4,11,160000
24941,18168,12-132,1,695,695,88.0,242,1301961600,2005948800,0,1,110,160,2,9,2,7,11,160000
24942,30330,12-132,1,695,695,88.0,240,1349740800,2095632000,0,1,110,160,2,9,2,7,11,160000
24943,2102,11-2135-01,0,670,670,161.0,267,1599523200,2628979200,1,1,110,160,2,9,2,19,11,160000
24944,28195,12-132,1,695,695,88.0,244,1088640000,1771545600,0,1,110,160,2,9,2,4,12,160000
24945,13245,12-132-03,1,695,695,88.0,241,1288569600,1981843200,0,1,110,160,22,2,2,7,11,160000
24946,14822,12-132,1,700,700,88.0,240,1143072000,1727222400,0,1,110,160,2,9,2,1,12,160000
24947,8039,11-286,0,670,670,138.0,270,808444800,1790553600,1,1,110,160,2,9,2,1,3,160000
24948,19866,11-1807-01,0,667,667,165.0,270,1292025600,2277676800,17,1,110,160,2,9,2,7,11,160000
24949,2103,11-2135-01,0,670,670,161.0,268,1602374400,2672697600,1,1,110,160,2,9,2,19,11,160000
24950,23535,12-132,1,695,695,88.0,241,1337212800,2032646400,0,1,110,160,2,9,2,7,11,160000
24951,5656,11-276,0,680,680,122.0,260,779155200,1791072000,1,1,110,160,2,9,3,1,1,160000
24952,28669,12-9788-01,1,710,710,85.0,225,1229731200,1933545600,6,1,110,160,2,2,3,7,11,160000
24953,13263,12-132-03,1,695,695,88.0,240,1240531200,2002752000,0,1,110,160,22,2,2,7,11,160000
24954,20168,11-1807-01,0,667,667,165.0,271,1193097600,2287008000,17,1,110,160,2,9,2,4,13,160000
24955,20015,12-296-01,1,700,700,83.0,235,1183507200,1857686400,1,1,110,160,2,9,2,6,11,160000
24956,29539,12-132,1,695,695,88.0,240,1303171200,2022624000,0,1,110,160,2,9,2,7,11,160000
24957,20658,12-4102,1,710,710,82.0,224,1281312000,1905811200,8,1,110,160,2,9,3,7,11,160000
24958,20674,12-4102,1,710,710,82.0,224,1267747200,1931731200,8,1,110,160,2,9,3,7,9,160000
24959,20657,12-4102,1,710,710,82.0,224,1283126400,1924560000,8,1,110,160,2,9,2,4,11,160000
24960,23090,12-132,1,695,695,88.0,240,1286236800,1961971200,13,1,110,160,22,9,3,7,12,160000
24961,21970,12-132,1,695,695,88.0,243,1299888000,1994803200,0,1,110,160,2,9,3,7,11,160000
24962,33846,12-196-02,1,750,750,94.0,248,1524355200,2520633600,0,1,350,500,43,11,2,7,11,350000
24963,15134,12-132,1,700,700,88.0,240,1088812800,1784592000,0,1,110,160,2,9,2,1,4,160000
24964,18741,11-280,0,680,680,138.0,260,1059782400,2016662400,1,1,110,160,2,9,2,1,11,160000
24965,18746,11-280,0,680,680,138.0,260,1106092800,2057529600,1,1,110,160,2,9,2,4,11,160000
24966,32413,12-196-02,1,750,750,94.0,249,1481760000,2520892800,0,1,350,500,43,11,2,7,11,350000
24967,31839,12-196-02,1,750,750,94.0,249,1539734400,2534284800,0,1,350,500,43,11,2,7,11,350000
24968,9480,11-286,0,670,670,138.0,270,836611200,1830470400,1,1,110,160,2,9,3,1,1,160000
24969,11976,12-132-03,1,695,695,88.0,245,1272758400,1994889600,0,1,110,160,22,2,2,7,11,160000
24970,12632,12-132-03,1,695,695,88.0,243,1240963200,2050531200,0,1,110,160,22,2,2,7,11,160000
24971,26072,12-132-03,1,695,695,88.0,242,1260835200,2004998400,0,1,110,160,22,2,2,7,11,160000
24972,10069,12-132-03,1,695,695,88.0,242,1238112000,1999987200,0,1,110,160,22,2,3,7,11,160000
24973,15305,12-132,1,700,700,88.0,240,1043280000,1801526400,0,1,110,160,2,9,2,1,11,160000
24974,16636,11-1807-01,0,667,667,165.0,270,1329091200,2311632000,17,1,110,160,2,9,2,7,12,160000
24975,29598,12-132,1,695,695,88.0,240,1354924800,2065651200,0,1,110,160,2,9,2,7,11,160000
24976,20159,11-1807-01,0,667,667,165.0,271,1230595200,2241475200,17,1,110,160,2,9,3,7,13,160000
24977,29289,12-132,1,695,695,88.0,242,1343606400,2033942400,0,1,110,160,2,9,2,7,11,160000
24978,12880,12-132-03,1,695,695,88.0,243,1184457600,2060467200,0,1,110,160,22,2,2,7,11,160000
24979,31764,12-1303-01,1,690,690,88.0,245,1232582400,2046643200,6,1,110,160,2,2,3,6,11,160000
24980,9717,11-286,0,670,670,138.0,270,819331200,1872633600,1,1,110,160,2,9,3,1,1,160000
24981,17469,12-132,1,695,695,88.0,241,1280361600,1987200000,0,1,110,160,2,9,2,7,11,160000
24982,11686,12-9790,1,700,700,78.0,240,1234742400,1937606400,18,1,110,160,2,9,3,4,11,160000
24983,21407,12-783,1,700,700,76.0,234,1139443200,1853971200,2,1,160,160,2,9,2,4,12,160000
24984,941,11-1807-01,0,667,667,165.0,271,1365465600,2404944000,17,1,110,160,2,9,2,7,12,160000
24985,939,11-1807-01,0,667,667,165.0,271,1388534400,2383084800,17,1,110,160,2,9,2,7,12,160000
24986,11476,12-9046,1,700,700,85.0,234,1235088000,1920499200,3,1,110,160,2,9,2,4,11,160000
24987,5486,11-276,0,680,680,122.0,260,754185600,1794096000,1,1,110,160,2,9,3,1,1,160000
24988,33013,12-132,1,695,695,88.0,240,1358035200,2001628800,0,1,110,160,2,9,2,7,11,160000
24989,6924,11-1807,0,672,672,138.0,260,1259107200,2187734400,17,1,110,160,2,9,2,4,11,160000
24990,30621,12-7023-02,1,703,703,90.0,236,1301788800,2025820800,2,1,160,160,2,9,2,6,11,160000
24991,17862,11-1807-01,0,667,667,165.0,271,1308528000,2287440000,17,1,110,160,2,9,2,7,13,160000
24992,26186,12-132-03,1,695,695,88.0,241,1319673600,1973721600,0,1,110,160,22,2,2,7,11,160000
24993,5533,11-276,0,680,680,122.0,260,808012800,1803168000,1,1,110,160,2,9,3,1,1,160000
24994,6658,11-1807,0,672,672,138.0,263,1197590400,2188857600,17,1,110,160,2,9,2,1,1,160000
24995,28892,12-295,1,700,700,75.2,236,1036972800,1731283200,1,1,110,160,2,9,2,4,11,110000
24996,23445,12-132,1,695,695,88.0,243,1274918400,2012515200,0,1,110,160,2,9,2,7,11,160000
24997,29461,12-132,1,695,695,88.0,242,1317686400,2085350400,0,1,110,160,2,9,2,7,11,160000
24998,9878,12-132,1,700,700,88.0,240,1068076800,1799884800,0,1,110,160,2,9,2,1,11,160000
24999,17678,12-132,1,695,695,88.0,242,1255996800,2000678400,0,1,110,160,2,9,2,7,11,160000
25000,26416,12-296-01,1,700,700,83.0,237,1281916800,1973289600,1,1,110,160,2,9,2,6,12,160000
25001,7331,11-286,0,670,670,138.0,270,740620800,1794873600,1,1,110,160,2,9,2,1,1,160000
25002,29032,12-132,1,695,695,88.0,242,1048204800,1826841600,0,1,110,160,2,9,2,4,11,160000
25003,20475,12-132-03,1,695,695,88.0,237,1277251200,2054505600,0,1,110,160,22,2,3,7,11,160000
25004,21778,12-132,1,695,695,88.0,235,1226016000,1933545600,13,1,110,160,22,9,2,1,11,160000
25005,23599,12-132,1,695,695,88.0,243,1265587200,1994112000,0,1,110,160,2,9,2,7,11,160000
25006,7827,11-286,0,670,670,138.0,270,763430400,1823040000,1,1,110,160,2,9,2,1,2,160000
25007,21189,12-1704-04,1,690,690,88.0,238,1248739200,1881619200,9,1,110,160,2,9,2,4,11,160000
25008,25574,12-132-03,1,695,695,88.0,241,1309305600,1977609600,0,1,110,160,22,2,2,7,11,160000
25009,11419,12-132-03,1,695,695,88.0,242,1273363200,2058048000,0,1,110,160,22,2,2,7,11,160000
25010,27000,12-132,1,700,700,88.0,240,1037318400,1759536000,0,1,110,160,2,9,2,1,12,160000
25011,12149,12-132-03,1,695,695,88.0,235,1219968000,2005776000,0,1,110,160,22,2,3,7,11,160000
25012,14130,12-132,1,700,700,88.0,240,1107475200,1756339200,0,1,110,160,2,9,2,4,11,160000
25013,19754,11-286,0,670,670,138.0,270,842486400,1873238400,1,1,110,160,2,9,2,1,2,160000
25014,22881,12-132,1,695,695,88.0,243,1288569600,1970870400,0,1,110,160,2,9,2,7,11,160000
25015,21902,12-132,1,695,695,88.0,243,1328572800,1984003200,0,1,110,160,2,9,2,7,11,160000
25016,13380,12-132-03,1,695,695,88.0,240,1190851200,2028931200,0,1,110,160,22,2,2,7,11,160000
25017,24489,12-132,1,695,695,88.0,243,1297555200,2059862400,0,1,110,160,2,9,3,7,11,160000
25018,20894,12-9788-01,1,710,710,85.0,225,1251072000,1977177600,6,1,110,160,2,2,2,7,11,160000
25019,28681,12-9788-01,1,710,710,85.0,225,1235779200,1951776000,6,1,110,160,2,2,3,7,11,160000
25020,28186,12-132,1,695,695,88.0,244,1042416000,1809993600,0,1,110,160,2,9,2,4,11,160000
25021,28792,12-9788-01,1,710,710,85.0,225,1337904000,1949270400,6,1,110,160,2,2,3,7,11,160000
25022,986,11-1807-01,0,667,667,165.0,271,1407628800,2392761600,17,1,110,160,2,9,2,7,12,160000
25023,11214,12-132,1,700,700,88.0,240,1127520000,1754438400,0,1,110,160,2,9,2,1,11,160000
25024,32130,12-132,1,695,695,88.0,240,1394841600,2097878400,0,1,110,160,2,9,2,7,11,160000
25025,32235,12-132,1,695,695,88.0,240,1363564800,2119478400,0,1,110,160,2,9,3,7,11,160000
25026,29923,12-132,1,695,695,88.0,240,1319587200,2065651200,0,1,110,160,2,9,2,7,11,160000
25027,11432,12-132-03,1,695,695,88.0,242,1230336000,2063664000,0,1,110,160,22,2,2,7,11,160000
25028,16935,12-7023-02,1,703,703,90.0,237,1259366400,1985472000,2,1,160,160,2,9,2,7,12,160000
25029,16939,12-7023-02,1,703,703,90.0,236,1315267200,2031696000,2,1,160,160,2,9,2,7,12,160000
25030,16945,12-7023-02,1,703,703,90.0,237,1368316800,2013206400,2,1,160,160,2,9,2,7,12,160000
25031,2488,11-1807-01,0,667,667,165.0,271,1418601600,2432246400,15,1,110,160,2,9,2,7,12,160000
25032,975,11-1807-01,0,667,667,165.0,271,1379808000,2384121600,17,1,110,160,2,9,2,7,7,160000
25033,5437,11-276,0,680,680,122.0,260,804038400,1825459200,1,1,110,160,2,9,3,1,2,0
25034,24381,12-132,1,695,695,88.0,243,1333411200,2041286400,0,1,110,160,2,9,3,7,11,160000
25035,18306,12-132,1,695,695,88.0,240,1331942400,2024784000,0,1,110,160,2,9,3,7,11,160000
25036,21578,12-132,1,695,695,88.0,242,1316304000,1982880000,0,1,110,160,2,9,2,7,11,160000
25037,15501,12-132,1,700,700,88.0,240,1065312000,1797033600,0,1,110,160,2,9,3,1,11,160000
25038,6096,11-276,0,680,680,122.0,260,751766400,1778630400,1,1,110,160,2,9,3,1,2,160000
25039,8035,11-286,0,670,670,138.0,270,841795200,1777248000,1,1,110,160,2,9,2,1,11,160000
25040,30727,12-132,1,695,695,88.0,242,1278460800,2013638400,0,1,110,160,2,9,2,7,11,160000
25041,28467,12-600-05,1,693,693,88.0,240,795398400,1859328000,11,1,160,160,2,9,2,8,11,160000
25042,24736,12-132,1,695,695,88.0,241,1308787200,1996185600,0,1,110,160,2,9,2,7,11,160000
25043,25862,12-132-03,1,695,695,88.0,243,1268956800,2050876800,0,1,110,160,22,2,2,7,11,160000
25044,5551,11-276,0,680,680,122.0,260,752544000,1815177600,1,1,110,160,2,9,2,1,1,160000
25045,27813,12-9766,1,695,695,88.0,244,1236816000,1933545600,5,1,110,160,22,9,2,1,11,160000
25046,32763,12-132,1,695,695,88.0,240,1386720000,2089238400,0,1,110,160,2,9,3,7,11,160000
25047,21734,12-132,1,695,695,88.0,240,1210291200,1845417600,13,1,110,160,22,9,2,6,11,160000
25048,8758,11-286,0,670,670,138.0,270,774144000,1781827200,1,1,110,160,2,9,2,1,1,160000
25049,25843,12-132-03,1,695,695,88.0,243,1252368000,2052259200,0,1,110,160,22,2,2,7,11,160000
25050,8078,11-286,0,670,670,138.0,270,793756800,1824854400,1,1,110,160,2,9,2,1,1,160000
25051,26111,12-132-03,1,695,695,88.0,241,1284076800,1988323200,0,1,110,160,22,2,3,7,11,160000
25052,33471,12-1303-01,1,690,690,88.0,245,1289260800,2039472000,6,1,110,160,2,2,2,6,11,160000
25053,27984,12-132-03,1,695,695,88.0,237,1274227200,1960416000,0,1,110,160,22,2,2,7,11,160000
25054,22019,12-132,1,695,695,88.0,241,1362960000,1987804800,0,1,110,160,2,9,2,7,11,160000
25055,22024,12-132,1,695,695,88.0,243,1327795200,2043792000,0,1,110,160,2,9,2,7,11,160000
25056,14499,12-132,1,700,700,88.0,240,1117670400,1725148800,0,1,110,160,2,9,2,1,11,160000
25057,13572,12-132-03,1,695,695,88.0,243,1289260800,2030486400,0,1,110,160,22,2,2,7,11,160000
25058,7641,11-286,0,670,670,138.0,270,840326400,1807315200,1,1,110,160,2,9,2,1,2,160000
25059,8684,11-286,0,670,670,138.0,270,808012800,1801267200,1,1,110,160,2,9,2,1,1,160000
25060,14334,12-132,1,700,700,88.0,240,1150416000,1808438400,0,1,110,160,2,9,3,4,11,160000
25061,16719,11-1807-01,0,667,667,165.0,271,1235865600,2249164800,17,1,110,160,2,9,2,7,11,160000
25062,28603,12-132,1,695,695,88.0,245,1041724800,1720742400,0,1,110,160,2,9,2,4,4,110000
25063,26018,12-132-03,1,695,695,88.0,243,1245888000,2022537600,0,1,110,160,22,2,2,7,11,160000
25064,8174,11-286,0,670,670,138.0,262,822182400,1813968000,1,1,110,160,2,9,2,1,12,160000
25065,25006,12-132,1,695,695,88.0,242,1320105600,1986940800,0,1,110,160,2,9,2,7,11,160000
25066,28692,12-9788-01,1,710,710,85.0,225,1258243200,1994976000,6,1,110,160,2,2,3,7,11,160000
25067,28694,12-9788-01,1,710,710,85.0,225,1270512000,1972252800,6,1,110,160,2,2,3,7,11,160000
25068,30887,12-132,1,695,695,88.0,239,1409097600,2039990400,0,1,110,160,2,9,2,7,11,160000
25069,24950,12-1303-01,1,690,690,88.0,245,1245110400,2006640000,6,1,110,160,2,2,3,6,11,160000
25070,24254,12-132,1,695,695,88.0,243,1252540800,2006640000,0,1,110,160,2,9,2,7,11,160000
25071,21236,12-1303-01,1,690,690,88.0,245,1294012800,1990483200,6,1,110,160,2,2,2,8,11,160000
25072,13140,12-132-03,1,695,695,88.0,238,1273968000,2026512000,0,1,110,160,22,2,2,7,11,160000
25073,30731,12-132,1,695,695,88.0,243,1309478400,2074291200,0,1,110,160,2,9,2,7,11,160000
25074,5843,11-276,0,680,680,122.0,260,735523200,1797379200,1,1,110,160,2,9,3,1,11,110000
25075,5693,11-276,0,680,680,122.0,260,719798400,1838073600,1,1,110,160,2,9,3,1,1,160000
25076,23563,12-132,1,695,695,88.0,243,1300060800,2014416000,0,1,110,160,2,9,2,7,11,160000
25077,17791,12-132,1,695,695,88.0,241,1236988800,2025043200,0,1,110,160,2,9,2,7,11,160000
25078,25942,12-132-03,1,695,695,88.0,242,1229299200,2034806400,0,1,110,160,22,2,2,7,11,160000
25079,17890,11-1807-01,0,667,667,165.0,270,1282953600,2365200000,17,1,110,160,2,9,2,7,12,160000
25080,17225,11-1807-01,0,667,667,165.0,271,1247356800,2217801600,9,1,110,160,2,9,2,4,13,160000
25081,2249,11-2135-01,0,670,670,161.0,268,1646524800,2680214400,1,1,110,160,2,9,2,19,11,160000
25082,2251,11-2135-01,0,670,670,161.0,268,1652486400,2620771200,1,1,110,160,2,9,2,19,11,160000
25083,2252,11-2135-01,0,670,670,161.0,268,1602547200,2618956800,1,1,110,160,2,9,2,19,11,160000
25084,5619,11-276,0,680,680,122.0,260,785548800,1742342400,1,1,110,160,2,9,3,1,1,160000
25085,26794,12-600-05,1,693,693,88.0,240,760320000,1851292800,10,1,160,160,2,9,2,8,11,160000
25086,21073,12-9788-01,1,710,710,85.0,225,1262476800,1942358400,6,1,110,160,2,2,3,7,12,160000
25087,29738,12-132,1,695,695,88.0,240,1283212800,1972166400,13,1,110,160,22,9,2,7,12,160000
25088,25387,12-132,1,695,695,88.0,240,1189555200,1925424000,13,1,110,160,22,9,2,7,11,160000
25089,9681,11-286,0,670,670,138.0,270,785635200,1823731200,1,1,110,160,2,9,3,1,1,160000
25090,10324,12-132-03,1,695,695,88.0,242,1271462400,1964649600,0,1,110,160,22,2,3,7,11,160000
25091,25365,12-132-03,1,695,695,88.0,240,1281139200,2041891200,0,1,110,160,22,2,2,7,11,160000
25092,28302,12-132-03,1,695,695,88.0,243,1279065600,1995148800,0,1,110,160,22,2,2,7,11,160000
25093,22219,12-132,1,695,695,88.0,243,1317168000,2069971200,0,1,110,160,2,9,2,7,11,160000
25094,21257,12-1303-01,1,690,690,88.0,245,1339372800,2006208000,6,1,110,160,2,2,2,8,11,160000
25095,29167,12-955,1,710,710,88.0,223,1130630400,2095718400,3,1,110,160,2,9,2,1,11,160000
25096,27925,12-132,1,695,695,88.0,243,1080345600,1752710400,0,1,110,160,2,9,2,4,11,160000
25097,11897,12-132,1,700,700,88.0,240,1050105600,1766880000,0,1,110,160,2,9,2,1,4,160000
25098,8143,11-286,0,670,670,138.0,270,785894400,1819929600,1,1,110,160,2,9,2,1,2,160000
25099,20669,12-4102,1,710,710,82.0,224,1223942400,1940716800,8,1,110,160,2,9,2,7,11,160000
25100,5053,11-2135-01,0,670,670,161.0,268,1430352000,2470521600,1,1,110,160,2,9,2,16,11,160000
25101,11714,12-132,1,700,700,88.0,240,1106611200,1723680000,0,1,110,160,2,9,2,1,11,160000
25102,10948,12-132,1,700,700,88.0,240,1059696000,1757030400,0,1,110,160,2,9,2,1,11,160000
25103,30687,12-7023-02,1,703,703,90.0,235,1303689600,2011219200,2,1,160,160,2,9,2,7,12,160000
25104,30569,12-7023-02,1,703,703,90.0,236,1337558400,2048112000,2,1,160,160,2,9,2,7,12,160000
25105,30559,12-7023-02,1,703,703,90.0,235,1297641600,2009836800,2,1,160,160,2,9,2,7,12,160000
25106,33715,12-132,1,695,695,88.0,240,1580947200,2294179200,0,1,110,160,2,9,2,19,11,160000
25107,9769,11-286,0,670,670,138.0,270,840412800,1803945600,1,1,110,160,2,9,3,1,1,160000
25108,7394,11-286,0,670,670,138.0,270,837129600,1828828800,1,1,110,160,2,9,3,1,3,160000
25109,18484,11-1807-01,0,667,667,165.0,270,1349654400,2327011200,17,1,110,160,2,9,2,6,19,160000
25110,7327,11-286,0,670,670,138.0,262,784598400,1855440000,1,1,110,160,2,9,2,1,11,160000
25111,6829,11-280,0,680,680,138.0,260,724636800,1805241600,1,1,110,160,2,9,2,1,1,160000
25112,31780,12-196-02,1,750,750,94.0,248,1560384000,2492380800,0,1,350,500,43,11,2,7,11,350000
25113,31785,12-196-02,1,750,750,94.0,248,1505088000,2520028800,0,1,350,500,43,11,2,7,11,350000
25114,32249,12-132,1,695,695,88.0,240,1348704000,2040336000,0,1,110,160,2,9,2,7,11,160000
25115,22965,12-132,1,695,695,88.0,242,1318636800,2004652800,0,1,110,160,2,9,2,7,11,160000
25116,24081,12-296-01,1,700,700,83.0,238,1338336000,1944604800,1,1,110,160,2,9,2,6,12,160000
